,word_count
133732,16
133733,23
133734,22
133735,21
133736,25
133737,18
133738,22
133739,20
133740,24
133741,21
133742,17
133743,22
133744,16
133745,21
133746,9
133747,21
133748,20
133749,19
133750,20
133751,24
133752,17
133753,24
133754,21
133755,21
133756,22
133757,22
133758,18
133759,21
133760,15
133761,23
133762,20
133763,19
133764,30
133765,22
133766,21
133767,21
133768,20
133769,25
133770,18
133771,20
133772,22
133773,21
133774,22
133775,20
133776,21
133777,25
133778,21
133779,23
133780,25
133781,22
133782,24
133783,20
133784,19
133785,18
133786,21
133787,18
133788,24
133789,19
133790,21
133791,20
133792,18
133793,22
133794,19
133795,29
133796,13
133797,15
133798,18
133799,26
133800,11
133801,18
133802,14
133803,16
133804,16
133805,13
133806,17
133807,17
133808,12
133809,15
133810,21
133811,25
133812,19
133813,15
133814,8
133815,17
133816,10
133817,17
133818,22
133819,9
133820,24
133821,25
133822,23
133823,20
133824,20
133825,15
133826,23
133827,21
133828,29
133829,10
133830,26
133831,31
133832,8
133833,26
133834,13
133835,13
133836,26
133837,19
133838,30
133839,22
133840,27
133841,16
133842,26
133843,29
133844,19
133845,28
133846,23
133847,15
133848,20
133849,22
133850,15
133851,20
133852,23
133853,14
133854,28
133855,7
133856,24
133857,23
133858,26
133859,23
133860,10
133861,18
133862,11
133863,13
133864,18
133865,24
133866,20
133867,16
133868,18
133869,12
133870,27
133871,22
133872,18
133873,16
133874,19
133875,25
133876,29
133877,24
133878,24
133879,10
133880,17
133881,21
133882,14
133883,28
133884,27
133885,19
133886,24
133887,21
133888,14
133889,28
133890,23
133891,23
133892,18
133893,22
133894,20
133895,10
133896,20
133897,22
133898,13
133899,25
133900,30
133901,27
133902,28
133903,23
133904,28
133905,23
133906,24
133907,25
133908,15
133909,27
133910,21
133911,21
133912,22
133913,29
133914,22
133915,25
133916,19
133917,16
133918,26
133919,29
133920,21
133921,28
133922,25
133923,22
133924,33
133925,16
133926,14
133927,25
133928,21
133929,13
133930,23
133931,22
133932,22
133933,25
133934,20
133935,8
133936,25
133937,25
133938,22
133939,23
133940,11
133941,21
133942,22
133943,25
133944,26
133945,11
133946,14
133947,14
133948,22
133949,23
133950,27
133951,17
133952,11
133953,25
133954,7
133955,26
133956,14
133957,27
133958,14
133959,19
133960,24
133961,24
133962,23
133963,13
133964,16
133965,16
133966,14
133967,27
133968,12
133969,7
133970,23
133971,21
133972,25
133973,11
133974,25
133975,21
133976,24
133977,20
133978,7
133979,19
133980,24
133981,8
133982,14
133983,15
133984,19
133985,15
133986,18
133987,14
133988,20
133989,30
133990,26
133991,27
133992,23
133993,26
133994,22
133995,26
133996,27
133997,16
133998,21
133999,19
134000,23
134001,19
134002,23
134003,28
134004,24
134005,23
134006,12
134007,20
134008,7
134009,10
134010,13
134011,8
134012,22
134013,20
134014,17
134015,25
134016,16
134017,24
134018,19
134019,21
134020,16
134021,21
134022,22
134023,23
134024,18
134025,19
134026,16
134027,16
134028,22
134029,20
134030,21
134031,21
134032,23
134033,21
134034,18
134035,23
134036,21
134037,22
134038,21
134039,22
134040,19
134041,19
134042,23
134043,18
134044,22
134045,19
134046,21
134047,24
134048,21
134049,21
134050,16
134051,20
134052,18
134053,21
134054,22
134055,22
134056,16
134057,13
134058,20
134059,23
134060,20
134061,25
134062,23
134063,23
134064,20
134065,20
134066,26
134067,20
134068,23
134069,20
134070,9
134071,14
134072,26
134073,12
134074,14
134075,20
134076,26
134077,21
134078,25
134079,29
134080,28
134081,15
134082,24
134083,24
134084,34
134085,22
134086,29
134087,27
134088,19
134089,25
134090,23
134091,26
134092,13
134093,26
134094,27
134095,23
134096,27
134097,26
134098,26
134099,18
134100,26
134101,24
134102,25
134103,20
134104,19
134105,29
134106,26
134107,22
134108,10
134109,11
134110,26
134111,28
134112,26
134113,28
134114,9
134115,14
134116,26
134117,14
134118,25
134119,15
134120,14
134121,14
134122,26
134123,28
134124,15
134125,14
134126,12
134127,14
134128,14
134129,15
134130,28
134131,32
134132,22
134133,27
134134,20
134135,25
134136,24
134137,19
134138,23
134139,18
134140,25
134141,28
134142,18
134143,28
134144,14
134145,27
134146,24
134147,23
134148,23
134149,16
134150,23
134151,22
134152,32
134153,24
134154,25
134155,21
134156,31
134157,20
134158,25
134159,5
134160,15
134161,15
134162,15
134163,29
134164,20
134165,7
134166,18
134167,14
134168,22
134169,11
134170,19
134171,9
134172,15
134173,14
134174,13
134175,14
134176,16
134177,17
134178,25
134179,18
134180,19
134181,16
134182,21
134183,20
134184,23
134185,21
134186,25
134187,29
134188,19
134189,9
134190,13
134191,20
134192,15
134193,22
134194,21
134195,17
134196,18
134197,22
134198,17
134199,23
134200,24
134201,9
134202,22
134203,21
134204,14
134205,22
134206,26
134207,14
134208,22
134209,25
134210,22
134211,25
134212,13
134213,23
134214,16
134215,25
134216,26
134217,26
134218,26
134219,25
134220,25
134221,21
134222,26
134223,26
134224,13
134225,13
134226,9
134227,15
134228,26
134229,20
134230,21
134231,15
134232,14
134233,15
134234,17
134235,10
134236,10
134237,17
134238,15
134239,14
134240,18
134241,15
134242,29
134243,25
134244,23
134245,29
134246,28
134247,14
134248,23
134249,19
134250,4
134251,6
134252,9
134253,25
134254,28
134255,25
134256,24
134257,18
134258,18
134259,19
134260,23
134261,31
134262,25
134263,20
134264,28
134265,24
134266,29
134267,26
134268,12
134269,15
134270,17
134271,18
134272,11
134273,10
134274,24
134275,17
134276,21
134277,17
134278,14
134279,25
134280,24
134281,14
134282,21
134283,28
134284,22
134285,26
134286,20
134287,25
134288,24
134289,23
134290,22
134291,19
134292,22
134293,30
134294,26
134295,28
134296,15
134297,17
134298,22
134299,22
134300,21
134301,22
134302,17
134303,23
134304,22
134305,28
134306,15
134307,17
134308,14
134309,19
134310,18
134311,15
134312,18
134313,23
134314,17
134315,21
134316,21
134317,26
134318,22
134319,21
134320,22
134321,22
134322,14
134323,19
134324,21
134325,27
134326,24
134327,24
134328,19
134329,27
134330,21
134331,21
134332,21
134333,26
134334,20
134335,24
134336,22
134337,20
134338,20
134339,13
134340,16
134341,27
134342,25
134343,27
134344,25
134345,20
134346,29
134347,25
134348,25
134349,14
134350,18
134351,19
134352,21
134353,19
134354,20
134355,19
134356,17
134357,26
134358,21
134359,29
134360,23
134361,18
134362,12
134363,8
134364,21
134365,14
134366,17
134367,26
134368,22
134369,16
134370,24
134371,25
134372,22
134373,27
134374,24
134375,19
134376,30
134377,23
134378,16
134379,28
134380,32
134381,22
134382,24
134383,24
134384,23
134385,21
134386,24
134387,21
134388,25
134389,18
134390,25
134391,14
134392,25
134393,23
134394,27
134395,32
134396,25
134397,26
134398,33
134399,19
134400,23
134401,31
134402,21
134403,33
134404,23
134405,24
134406,28
134407,24
134408,27
134409,9
134410,23
134411,10
134412,26
134413,23
134414,24
134415,15
134416,23
134417,15
134418,22
134419,29
134420,34
134421,27
134422,24
134423,27
134424,22
134425,23
134426,33
134427,26
134428,23
134429,24
134430,22
134431,25
134432,26
134433,14
134434,7
134435,7
134436,24
134437,10
134438,8
134439,23
134440,20
134441,30
134442,27
134443,28
134444,23
134445,27
134446,27
134447,24
134448,10
134449,4
134450,10
134451,16
134452,8
134453,7
134454,9
134455,8
134456,27
134457,12
134458,25
134459,8
134460,19
134461,14
134462,20
134463,14
134464,11
134465,13
134466,14
134467,10
134468,14
134469,13
134470,28
134471,14
134472,22
134473,18
134474,14
134475,18
134476,11
134477,14
134478,13
134479,15
134480,15
134481,14
134482,14
134483,15
134484,33
134485,29
134486,25
134487,21
134488,22
134489,23
134490,24
134491,28
134492,26
134493,24
134494,28
134495,29
134496,25
134497,11
134498,20
134499,24
134500,13
134501,23
134502,28
134503,17
134504,24
134505,9
134506,26
134507,18
134508,4
134509,11
134510,9
134511,26
134512,25
134513,25
134514,7
134515,18
134516,12
134517,24
134518,22
134519,20
134520,20
134521,22
134522,18
134523,21
134524,19
134525,26
134526,27
134527,28
134528,22
134529,28
134530,31
134531,22
134532,22
134533,28
134534,24
134535,19
134536,19
134537,26
134538,14
134539,26
134540,15
134541,22
134542,24
134543,24
134544,25
134545,24
134546,15
134547,24
134548,29
134549,21
134550,26
134551,22
134552,24
134553,24
134554,24
134555,14
134556,14
134557,14
134558,21
134559,8
134560,31
134561,16
134562,18
134563,15
134564,28
134565,14
134566,27
134567,27
134568,28
134569,31
134570,27
134571,25
134572,26
134573,15
134574,24
134575,26
134576,25
134577,25
134578,22
134579,24
134580,12
134581,24
134582,24
134583,27
134584,21
134585,15
134586,28
134587,25
134588,18
134589,26
134590,25
134591,24
134592,11
134593,20
134594,25
134595,14
134596,25
134597,14
134598,24
134599,24
134600,23
134601,21
134602,23
134603,20
134604,23
134605,20
134606,22
134607,22
134608,23
134609,28
134610,26
134611,24
134612,21
134613,20
134614,19
134615,18
134616,21
134617,16
134618,21
134619,18
134620,24
134621,24
134622,22
134623,17
134624,18
134625,10
134626,17
134627,21
134628,19
134629,22
134630,18
134631,20
134632,21
134633,18
134634,22
134635,25
134636,14
134637,26
134638,10
134639,30
134640,25
134641,19
134642,26
134643,28
134644,22
134645,17
134646,24
134647,8
134648,11
134649,14
134650,14
134651,28
134652,24
134653,15
134654,21
134655,23
134656,24
134657,17
134658,23
134659,21
134660,28
134661,27
134662,12
134663,16
134664,27
134665,27
134666,34
134667,25
134668,15
134669,23
134670,22
134671,21
134672,24
134673,24
134674,12
134675,24
134676,21
134677,13
134678,26
134679,18
134680,25
134681,22
134682,22
134683,21
134684,23
134685,18
134686,18
134687,19
134688,20
134689,11
134690,11
134691,25
134692,19
134693,10
134694,15
134695,20
134696,18
134697,26
134698,21
134699,22
134700,24
134701,27
134702,24
134703,23
134704,23
134705,23
134706,19
134707,20
134708,15
134709,24
134710,17
134711,14
134712,25
134713,25
134714,27
134715,21
134716,25
134717,13
134718,21
134719,15
134720,24
134721,26
134722,19
134723,12
134724,24
134725,29
134726,27
134727,29
134728,25
134729,22
134730,27
134731,23
134732,23
134733,14
134734,21
134735,22
134736,21
134737,12
134738,24
134739,14
134740,11
134741,15
134742,21
134743,18
134744,21
134745,13
134746,18
134747,9
134748,17
134749,15
134750,17
134751,24
134752,12
134753,25
134754,24
134755,34
134756,32
134757,7
134758,26
134759,15
134760,24
134761,9
134762,15
134763,30
134764,22
134765,23
134766,25
134767,22
134768,28
134769,27
134770,13
134771,26
134772,23
134773,23
134774,14
134775,14
134776,17
134777,26
134778,13
134779,15
134780,21
134781,18
134782,21
134783,21
134784,23
134785,16
134786,20
134787,23
134788,21
134789,16
134790,19
134791,22
134792,18
134793,20
134794,21
134795,19
134796,20
134797,22
134798,26
134799,25
134800,24
134801,20
134802,22
134803,23
134804,17
134805,18
134806,25
134807,30
134808,25
134809,24
134810,25
134811,30
134812,24
134813,28
134814,26
134815,29
134816,23
134817,15
134818,22
134819,28
134820,24
134821,25
134822,29
134823,14
134824,23
134825,19
134826,27
134827,15
134828,22
134829,22
134830,12
134831,25
134832,26
134833,24
134834,30
134835,23
134836,26
134837,22
134838,23
134839,28
134840,33
134841,23
134842,24
134843,18
134844,23
134845,27
134846,28
134847,32
134848,33
134849,25
134850,26
134851,26
134852,21
134853,24
134854,24
134855,26
134856,23
134857,22
134858,24
134859,25
134860,18
134861,21
134862,19
134863,20
134864,19
134865,25
134866,19
134867,23
134868,23
134869,25
134870,19
134871,17
134872,24
134873,23
134874,21
134875,18
134876,20
134877,23
134878,20
134879,20
134880,25
134881,24
134882,26
134883,6
134884,24
134885,24
134886,16
134887,19
134888,12
134889,15
134890,26
134891,24
134892,25
134893,12
134894,10
134895,21
134896,17
134897,20
134898,19
134899,15
134900,13
134901,15
134902,19
134903,25
134904,10
134905,28
134906,24
134907,14
134908,13
134909,15
134910,20
134911,17
134912,22
134913,24
134914,24
134915,20
134916,13
134917,20
134918,19
134919,11
134920,29
134921,25
134922,28
134923,26
134924,18
134925,10
134926,30
134927,16
134928,11
134929,10
134930,18
134931,24
134932,19
134933,22
134934,21
134935,27
134936,27
134937,17
134938,21
134939,26
134940,21
134941,23
134942,27
134943,21
134944,15
134945,23
134946,23
134947,26
134948,22
134949,26
134950,24
134951,27
134952,24
134953,17
134954,19
134955,22
134956,18
134957,26
134958,18
134959,14
134960,25
134961,14
134962,13
134963,27
134964,19
134965,15
134966,15
134967,26
134968,22
134969,12
134970,16
134971,17
134972,23
134973,23
134974,25
134975,16
134976,8
134977,28
134978,15
134979,16
134980,17
134981,12
134982,7
134983,8
134984,26
134985,19
134986,19
134987,21
134988,21
134989,22
134990,15
134991,14
134992,22
134993,24
134994,15
134995,12
134996,19
134997,21
134998,18
134999,13
135000,25
135001,24
135002,26
135003,13
135004,27
135005,19
135006,21
135007,11
135008,16
135009,20
135010,25
135011,27
135012,24
135013,23
135014,22
135015,22
135016,20
135017,25
135018,25
135019,13
135020,16
135021,13
135022,20
135023,15
135024,13
135025,24
135026,22
135027,24
135028,25
135029,12
135030,15
135031,14
135032,19
135033,14
135034,13
135035,15
135036,19
135037,28
135038,14
135039,17
135040,27
135041,14
135042,23
135043,19
135044,20
135045,27
135046,17
135047,27
135048,25
135049,17
135050,21
135051,16
135052,22
135053,14
135054,21
135055,11
135056,18
135057,11
135058,21
135059,26
135060,28
135061,28
135062,31
135063,14
135064,25
135065,14
135066,19
135067,18
135068,30
135069,26
135070,21
135071,26
135072,21
135073,14
135074,13
135075,26
135076,15
135077,24
135078,22
135079,22
135080,15
135081,22
135082,11
135083,25
135084,11
135085,26
135086,9
135087,9
135088,15
135089,22
135090,24
135091,7
135092,20
135093,12
135094,24
135095,23
135096,16
135097,10
135098,13
135099,19
135100,24
135101,23
135102,18
135103,27
135104,16
135105,29
135106,17
135107,27
135108,25
135109,23
135110,32
135111,23
135112,22
135113,24
135114,25
135115,16
135116,20
135117,13
135118,29
135119,23
135120,22
135121,23
135122,13
135123,25
135124,23
135125,16
135126,27
135127,19
135128,15
135129,16
135130,12
135131,22
135132,25
135133,23
135134,26
135135,17
135136,14
135137,30
135138,25
135139,16
135140,29
135141,9
135142,21
135143,25
135144,24
135145,15
135146,26
135147,30
135148,23
135149,20
135150,15
135151,23
135152,29
135153,17
135154,14
135155,25
135156,23
135157,22
135158,25
135159,28
135160,22
135161,23
135162,7
135163,23
135164,17
135165,22
135166,19
135167,26
135168,24
135169,21
135170,22
135171,20
135172,21
135173,24
135174,19
135175,18
135176,21
135177,21
135178,19
135179,20
135180,24
135181,23
135182,25
135183,23
135184,21
135185,19
135186,22
135187,19
135188,19
135189,23
135190,30
135191,14
135192,12
135193,19
135194,25
135195,26
135196,16
135197,11
135198,16
135199,28
135200,10
135201,15
135202,21
135203,18
135204,24
135205,19
135206,27
135207,26
135208,29
135209,30
135210,26
135211,29
135212,27
135213,21
135214,29
135215,19
135216,19
135217,25
135218,17
135219,11
135220,21
135221,13
135222,18
135223,23
135224,25
135225,9
135226,23
135227,20
135228,17
135229,29
135230,22
135231,23
135232,24
135233,14
135234,25
135235,21
135236,21
135237,25
135238,24
135239,26
135240,26
135241,24
135242,9
135243,12
135244,26
135245,27
135246,15
135247,35
135248,25
135249,7
135250,25
135251,18
135252,18
135253,17
135254,23
135255,21
135256,27
135257,23
135258,21
135259,10
135260,24
135261,23
135262,26
135263,24
135264,13
135265,23
135266,25
135267,24
135268,26
135269,23
135270,20
135271,8
135272,11
135273,19
135274,29
135275,19
135276,18
135277,22
135278,24
135279,28
135280,16
135281,25
135282,7
135283,14
135284,17
135285,10
135286,15
135287,25
135288,20
135289,13
135290,29
135291,18
135292,21
135293,21
135294,13
135295,13
135296,12
135297,7
135298,21
135299,18
135300,19
135301,20
135302,23
135303,19
135304,23
135305,12
135306,14
135307,15
135308,24
135309,10
135310,17
135311,27
135312,23
135313,27
135314,24
135315,25
135316,25
135317,22
135318,25
135319,25
135320,23
135321,9
135322,19
135323,11
135324,30
135325,21
135326,20
135327,20
135328,15
135329,17
135330,24
135331,22
135332,19
135333,16
135334,18
135335,11
135336,23
135337,23
135338,19
135339,17
135340,21
135341,22
135342,20
135343,22
135344,18
135345,19
135346,14
135347,16
135348,15
135349,16
135350,22
135351,18
135352,16
135353,15
135354,16
135355,27
135356,25
135357,22
135358,18
135359,20
135360,29
135361,23
135362,20
135363,26
135364,28
135365,29
135366,24
135367,21
135368,23
135369,23
135370,29
135371,12
135372,21
135373,20
135374,21
135375,23
135376,28
135377,24
135378,24
135379,23
135380,16
135381,22
135382,23
135383,23
135384,22
135385,22
135386,23
135387,11
135388,24
135389,12
135390,19
135391,19
135392,20
135393,21
135394,23
135395,22
135396,13
135397,20
135398,32
135399,22
135400,33
135401,24
135402,17
135403,24
135404,16
135405,13
135406,20
135407,12
135408,20
135409,21
135410,18
135411,26
135412,15
135413,21
135414,23
135415,19
135416,14
135417,26
135418,10
135419,16
135420,24
135421,29
135422,31
135423,24
135424,16
135425,26
135426,25
135427,12
135428,8
135429,28
135430,18
135431,25
135432,31
135433,8
135434,26
135435,20
135436,27
135437,12
135438,24
135439,15
135440,17
135441,19
135442,19
135443,13
135444,10
135445,19
135446,19
135447,20
135448,19
135449,20
135450,18
135451,25
135452,16
135453,18
135454,22
135455,21
135456,27
135457,25
135458,27
135459,17
135460,21
135461,24
135462,23
135463,23
135464,20
135465,29
135466,23
135467,28
135468,24
135469,14
135470,23
135471,29
135472,26
135473,22
135474,15
135475,27
135476,23
135477,25
135478,26
135479,25
135480,8
135481,26
135482,14
135483,15
135484,20
135485,25
135486,15
135487,19
135488,22
135489,15
135490,15
135491,15
135492,15
135493,15
135494,16
135495,26
135496,15
135497,27
135498,11
135499,25
135500,21
135501,25
135502,17
135503,15
135504,22
135505,22
135506,23
135507,25
135508,15
135509,12
135510,26
135511,21
135512,21
135513,27
135514,25
135515,15
135516,17
135517,9
135518,21
135519,21
135520,19
135521,23
135522,25
135523,24
135524,5
135525,20
135526,9
135527,21
135528,14
135529,8
135530,10
135531,14
135532,24
135533,15
135534,15
135535,15
135536,15
135537,15
135538,15
135539,15
135540,13
135541,23
135542,14
135543,17
135544,20
135545,18
135546,22
135547,15
135548,23
135549,16
135550,13
135551,15
135552,15
135553,7
135554,18
135555,16
135556,14
135557,15
135558,14
135559,22
135560,24
135561,12
135562,18
135563,21
135564,22
135565,13
135566,24
135567,24
135568,20
135569,23
135570,22
135571,22
135572,22
135573,22
135574,22
135575,23
135576,22
135577,28
135578,21
135579,21
135580,20
135581,22
135582,25
135583,21
135584,22
135585,26
135586,21
135587,23
135588,21
135589,21
135590,25
135591,24
135592,27
135593,23
135594,14
135595,27
135596,28
135597,27
135598,26
135599,28
135600,15
135601,20
135602,24
135603,18
135604,23
135605,10
135606,12
135607,28
135608,12
135609,18
135610,5
135611,20
135612,17
135613,25
135614,12
135615,12
135616,25
135617,22
135618,23
135619,10
135620,18
135621,23
135622,18
135623,24
135624,18
135625,22
135626,25
135627,23
135628,19
135629,27
135630,15
135631,12
135632,26
135633,15
135634,18
135635,14
135636,22
135637,14
135638,8
135639,21
135640,11
135641,14
135642,13
135643,23
135644,14
135645,22
135646,22
135647,14
135648,14
135649,18
135650,19
135651,19
135652,15
135653,25
135654,24
135655,22
135656,20
135657,18
135658,16
135659,23
135660,21
135661,21
135662,22
135663,25
135664,12
135665,15
135666,28
135667,18
135668,14
135669,17
135670,20
135671,28
135672,15
135673,21
135674,19
135675,22
135676,18
135677,26
135678,31
135679,25
135680,14
135681,21
135682,22
135683,30
135684,21
135685,27
135686,10
135687,22
135688,27
135689,17
135690,30
135691,20
135692,20
135693,20
135694,25
135695,24
135696,23
135697,22
135698,20
135699,26
135700,25
135701,24
135702,11
135703,28
135704,12
135705,25
135706,13
135707,23
135708,15
135709,17
135710,15
135711,11
135712,25
135713,27
135714,26
135715,14
135716,28
135717,25
135718,17
135719,20
135720,17
135721,28
135722,25
135723,15
135724,23
135725,24
135726,22
135727,26
135728,26
135729,30
135730,24
135731,12
135732,15
135733,17
135734,15
135735,27
135736,20
135737,20
135738,23
135739,10
135740,23
135741,22
135742,17
135743,15
135744,22
135745,13
135746,24
135747,16
135748,16
135749,18
135750,24
135751,15
135752,26
135753,26
135754,21
135755,19
135756,18
135757,25
135758,7
135759,24
135760,17
135761,15
135762,18
135763,15
135764,15
135765,24
135766,26
135767,25
135768,20
135769,14
135770,22
135771,19
135772,21
135773,25
135774,14
135775,14
135776,30
135777,16
135778,22
135779,17
135780,19
135781,13
135782,15
135783,16
135784,23
135785,26
135786,25
135787,26
135788,28
135789,17
135790,13
135791,13
135792,26
135793,26
135794,30
135795,31
135796,10
135797,6
135798,19
135799,15
135800,6
135801,15
135802,8
135803,33
135804,14
135805,14
135806,26
135807,28
135808,20
135809,22
135810,18
135811,27
135812,23
135813,30
135814,9
135815,23
135816,14
135817,8
135818,19
135819,23
135820,23
135821,15
135822,22
135823,6
135824,24
135825,24
135826,22
135827,3
135828,25
135829,15
135830,27
135831,32
135832,15
135833,25
135834,19
135835,17
135836,22
135837,14
135838,13
135839,23
135840,25
135841,9
135842,23
135843,14
135844,27
135845,17
135846,21
135847,23
135848,23
135849,15
135850,21
135851,22
135852,16
135853,20
135854,23
135855,23
135856,25
135857,22
135858,19
135859,19
135860,22
135861,20
135862,20
135863,22
135864,23
135865,22
135866,23
135867,22
135868,22
135869,18
135870,29
135871,22
135872,17
135873,16
135874,25
135875,25
135876,14
135877,18
135878,24
135879,13
135880,15
135881,11
135882,15
135883,17
135884,24
135885,27
135886,24
135887,22
135888,24
135889,26
135890,27
135891,17
135892,27
135893,13
135894,31
135895,23
135896,30
135897,17
135898,22
135899,16
135900,20
135901,21
135902,20
135903,27
135904,26
135905,19
135906,19
135907,22
135908,11
135909,27
135910,26
135911,32
135912,23
135913,10
135914,20
135915,25
135916,25
135917,27
135918,25
135919,19
135920,24
135921,25
135922,15
135923,15
135924,16
135925,9
135926,23
135927,14
135928,23
135929,17
135930,13
135931,19
135932,32
135933,27
135934,14
135935,14
135936,22
135937,24
135938,22
135939,22
135940,18
135941,17
135942,23
135943,22
135944,23
135945,16
135946,25
135947,28
135948,11
135949,22
135950,19
135951,28
135952,28
135953,12
135954,11
135955,23
135956,23
135957,23
135958,18
135959,17
135960,20
135961,9
135962,26
135963,29
135964,14
135965,21
135966,20
135967,26
135968,26
135969,12
135970,23
135971,23
135972,23
135973,21
135974,24
135975,18
135976,34
135977,22
135978,22
135979,30
135980,18
135981,23
135982,14
135983,14
135984,12
135985,24
135986,24
135987,6
135988,28
135989,24
135990,14
135991,24
135992,29
135993,17
135994,20
135995,23
135996,25
135997,9
135998,13
135999,27
136000,6
136001,25
136002,23
136003,24
136004,23
136005,25
136006,16
136007,17
136008,25
136009,26
136010,24
136011,28
136012,17
136013,23
136014,20
136015,20
136016,22
136017,23
136018,22
136019,23
136020,17
136021,16
136022,16
136023,20
136024,21
136025,18
136026,21
136027,21
136028,22
136029,21
136030,24
136031,22
136032,22
136033,17
136034,20
136035,21
136036,18
136037,25
136038,22
136039,25
136040,32
136041,26
136042,25
136043,26
136044,29
136045,30
136046,23
136047,22
136048,30
136049,21
136050,6
136051,7
136052,9
136053,15
136054,17
136055,5
136056,27
136057,9
136058,9
136059,22
136060,25
136061,9
136062,12
136063,18
136064,15
136065,18
136066,20
136067,20
136068,10
136069,27
136070,25
136071,10
136072,18
136073,28
136074,8
136075,26
136076,25
136077,25
136078,18
136079,15
136080,15
136081,13
136082,21
136083,13
136084,14
136085,11
136086,18
136087,24
136088,22
136089,18
136090,26
136091,22
136092,18
136093,19
136094,20
136095,19
136096,27
136097,20
136098,22
136099,14
136100,24
136101,21
136102,23
136103,23
136104,31
136105,28
136106,24
136107,31
136108,27
136109,15
136110,22
136111,24
136112,26
136113,14
136114,19
136115,21
136116,16
136117,27
136118,21
136119,20
136120,21
136121,18
136122,22
136123,19
136124,22
136125,24
136126,22
136127,24
136128,27
136129,20
136130,19
136131,22
136132,21
136133,22
136134,18
136135,18
136136,21
136137,24
136138,24
136139,21
136140,21
136141,17
136142,15
136143,20
136144,19
136145,21
136146,23
136147,22
136148,22
136149,20
136150,19
136151,20
136152,20
136153,21
136154,22
136155,21
136156,19
136157,27
136158,25
136159,24
136160,22
136161,25
136162,15
136163,15
136164,22
136165,28
136166,15
136167,31
136168,26
136169,25
136170,21
136171,20
136172,21
136173,21
136174,20
136175,22
136176,26
136177,21
136178,22
136179,18
136180,21
136181,20
136182,22
136183,25
136184,22
136185,25
136186,23
136187,25
136188,26
136189,24
136190,25
136191,19
136192,25
136193,22
136194,29
136195,25
136196,22
136197,28
136198,23
136199,10
136200,29
136201,27
136202,25
136203,30
136204,25
136205,13
136206,11
136207,23
136208,30
136209,24
136210,19
136211,22
136212,19
136213,22
136214,22
136215,22
136216,21
136217,18
136218,28
136219,23
136220,21
136221,23
136222,20
136223,22
136224,21
136225,20
136226,23
136227,22
136228,21
136229,17
136230,21
136231,18
136232,17
136233,13
136234,21
136235,13
136236,18
136237,20
136238,18
136239,29
136240,9
136241,20
136242,10
136243,23
136244,23
136245,30
136246,39
136247,14
136248,23
136249,34
136250,29
136251,26
136252,27
136253,24
136254,18
136255,21
136256,4
136257,28
136258,24
136259,22
136260,28
136261,24
136262,28
136263,29
136264,26
136265,15
136266,28
136267,28
136268,21
136269,26
136270,24
136271,25
136272,25
136273,16
136274,29
136275,21
136276,26
136277,18
136278,26
136279,18
136280,28
136281,21
136282,22
136283,22
136284,21
136285,31
136286,27
136287,23
136288,26
136289,24
136290,26
136291,9
136292,21
136293,29
136294,32
136295,19
136296,25
136297,28
136298,24
136299,31
136300,18
136301,19
136302,23
136303,28
136304,30
136305,25
136306,23
136307,24
136308,23
136309,16
136310,17
136311,19
136312,20
136313,22
136314,16
136315,20
136316,32
136317,27
136318,25
136319,32
136320,28
136321,14
136322,6
136323,24
136324,21
136325,15
136326,19
136327,21
136328,19
136329,22
136330,18
136331,23
136332,14
136333,20
136334,17
136335,14
136336,16
136337,17
136338,15
136339,19
136340,20
136341,19
136342,19
136343,20
136344,21
136345,16
136346,19
136347,18
136348,17
136349,21
136350,21
136351,20
136352,20
136353,19
136354,17
136355,19
136356,16
136357,19
136358,18
136359,22
136360,20
136361,19
136362,14
136363,16
136364,19
136365,19
136366,20
136367,17
136368,20
136369,18
136370,21
136371,18
136372,23
136373,21
136374,18
136375,21
136376,18
136377,24
136378,19
136379,24
136380,23
136381,18
136382,11
136383,25
136384,24
136385,24
136386,23
136387,23
136388,25
136389,22
136390,21
136391,25
136392,21
136393,15
136394,9
136395,31
136396,21
136397,21
136398,5
136399,30
136400,24
136401,26
136402,35
136403,14
136404,28
136405,18
136406,27
136407,30
136408,21
136409,27
136410,24
136411,21
136412,29
136413,23
136414,25
136415,21
136416,23
136417,20
136418,21
136419,27
136420,24
136421,21
136422,26
136423,20
136424,21
136425,29
136426,23
136427,22
136428,21
136429,17
136430,16
136431,29
136432,22
136433,30
136434,23
136435,18
136436,29
136437,23
136438,26
136439,21
136440,23
136441,21
136442,23
136443,23
136444,15
136445,25
136446,29
136447,21
136448,27
136449,31
136450,17
136451,31
136452,30
136453,27
136454,24
136455,26
136456,22
136457,24
136458,27
136459,24
136460,23
136461,26
136462,21
136463,29
136464,27
136465,26
136466,21
136467,26
136468,24
136469,19
136470,18
136471,17
136472,14
136473,18
136474,20
136475,22
136476,21
136477,20
136478,17
136479,23
136480,25
136481,29
136482,24
136483,25
136484,21
136485,29
136486,25
136487,28
136488,26
136489,24
136490,21
136491,20
136492,20
136493,15
136494,21
136495,24
136496,25
136497,24
136498,19
136499,15
136500,20
136501,19
136502,21
136503,15
136504,20
136505,24
136506,16
136507,20
136508,19
136509,12
136510,19
136511,17
136512,20
136513,18
136514,25
136515,19
136516,24
136517,19
136518,19
136519,28
136520,18
136521,28
136522,22
136523,28
136524,26
136525,24
136526,24
136527,24
136528,25
136529,24
136530,18
